,addr_state,annual_inc,emp_length,emp_title,home_ownership,installment,loan_amnt,purpose,term,int_rate,avg_cur_bal,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_last_delinq,num_bc_tl,num_il_tl,num_op_rev_tl,num_tl_90g_dpd_24m,num_tl_op_past_12m,open_acc,percent_bc_gt_75,pub_rec_bankruptcies,total_acc,total_bal_ex_mort,loan_status
131,IL,45000.0,1 year,technician,MORTGAGE,356.78,15000,debt_consolidation,60 months,0.1499,20024.0,121.0,218.0,30.0,17.0,3,0.0,5.0,2.0,3.0,0.0,0.0,5,66.7,1,11,14909.0,Fully Paid
132,GA,59000.0,8 years,management,MORTGAGE,593.49,18000,debt_consolidation,36 months,0.1149,16635.0,109.0,219.0,2.0,2.0,1,31.0,9.0,5.0,7.0,0.0,3.0,11,33.3,0,18,48668.0,Fully Paid
133,FL,78000.0,6 years,manager,RENT,779.84,25000,home_improvement,36 months,0.0769,1444.0,114.0,211.0,10.0,10.0,3,62.0,9.0,3.0,4.0,0.0,1.0,5,0.0,1,17,5775.0,Fully Paid
135,LA,43000.0,< 1 year,director,RENT,201.27,6000,credit_card,36 months,0.1269,7440.0,96.0,90.0,33.0,4.0,0,22.0,3.0,12.0,5.0,0.0,1.0,7,100.0,0,18,52081.0,Fully Paid
136,CA,38000.0,2 years,csr,RENT,263.93,8000,credit_card,36 months,0.1153,3350.0,95.0,423.0,13.0,12.0,0,0.0,3.0,19.0,5.0,0.0,1.0,15,50.0,0,26,50243.0,Fully Paid
137,MA,70000.0,< 1 year,operator,RENT,361.38,10000,other,36 months,0.1797,2235.0,119.0,50.0,5.0,5.0,0,0.0,7.0,5.0,9.0,0.0,3.0,11,57.1,0,14,24585.0,Fully Paid
138,IL,70000.0,7 years,engineer,MORTGAGE,697.24,21300,debt_consolidation,36 months,0.1099,6029.0,171.0,220.0,65.0,5.0,2,18.0,7.0,6.0,6.0,0.0,1.0,7,60.0,0,18,42204.0,Fully Paid
139,AR,53200.0,10+ years,school staff,MORTGAGE,232.43,5925,debt_consolidation,36 months,0.2399,27922.0,164.0,220.0,5.0,4.0,5,26.0,11.0,7.0,6.0,0.0,5.0,10,33.3,0,28,48558.0,Fully Paid
140,MS,62000.0,9 years,serviceman,MORTGAGE,694.2,21000,debt_consolidation,36 months,0.1167,35903.0,138.0,151.0,13.0,13.0,2,0.0,5.0,9.0,3.0,0.0,0.0,5,100.0,0,20,40659.0,Fully Paid
141,CT,52000.0,4 years,warehouse associate,MORTGAGE,410.26,17600,debt_consolidation,60 months,0.1408,24338.0,76.0,295.0,21.0,21.0,1,0.0,4.0,2.0,4.0,0.0,0.0,6,50.0,1,16,6251.0,Fully Paid
142,NY,73000.0,9 years,assistant,MORTGAGE,797.03,24000,debt_consolidation,36 months,0.1199,23475.0,178.0,78.0,5.0,3.0,1,0.0,6.0,13.0,7.0,0.0,3.0,12,25.0,1,25,58141.0,Fully Paid
144,OR,47000.0,4 years,admissions coordinator,RENT,523.66,21075,debt_consolidation,60 months,0.1699,2959.0,152.0,91.0,2.0,2.0,0,43.0,7.0,19.0,13.0,0.0,2.0,16,16.7,0,37,44387.0,Fully Paid
145,CA,40000.0,2 years,sales rep,RENT,446.67,13450,debt_consolidation,36 months,0.1199,2346.0,116.0,102.0,2.0,2.0,0,0.0,3.0,4.0,5.0,0.0,4.0,6,0.0,3,10,14077.0,Charged Off
147,AZ,49000.0,10+ years,manager,MORTGAGE,487.86,20000,debt_consolidation,60 months,0.1614,16033.0,121.0,120.0,15.0,15.0,2,0.0,3.0,4.0,5.0,0.0,0.0,8,100.0,1,11,13839.0,Fully Paid
148,KS,135000.0,7 years,sales rep,MORTGAGE,249.89,7000,debt_consolidation,36 months,0.1709,9181.0,144.0,258.0,12.0,2.0,3,17.0,5.0,9.0,12.0,0.0,3.0,16,0.0,1,27,45747.0,Fully Paid
149,NY,44000.0,10+ years,cook,RENT,742.46,20000,small_business,36 months,0.1992,2142.0,111.0,77.0,6.0,6.0,0,44.0,3.0,5.0,5.0,0.0,2.0,6,0.0,0,14,12849.0,Fully Paid
150,WA,45000.0,4 years,slot operations asst,RENT,452.89,18000,credit_card,60 months,0.1757,1683.0,157.0,126.0,7.0,7.0,0,0.0,9.0,4.0,12.0,0.0,1.0,13,100.0,0,16,20191.0,Fully Paid
151,AZ,60000.0,2 years,school staff,OWN,879.63,24000,debt_consolidation,36 months,0.1899,9331.0,116.0,157.0,8.0,7.0,3,68.0,7.0,22.0,9.0,0.0,3.0,24,33.3,0,41,214604.0,Fully Paid
152,IL,35000.0,10+ years,operator,RENT,344.17,10000,credit_card,36 months,0.1449,3049.0,125.0,269.0,20.0,9.0,0,39.0,4.0,12.0,5.0,0.0,1.0,8,100.0,1,24,24389.0,Fully Paid
154,FL,40000.0,3 years,postal officer,RENT,285.75,8400,debt_consolidation,36 months,0.1367,2730.0,96.0,129.0,4.0,4.0,0,56.0,5.0,3.0,7.0,0.0,3.0,8,0.0,0,14,21840.0,Fully Paid
155,CO,70000.0,1 year,nurse,MORTGAGE,876.26,28000,debt_consolidation,36 months,0.0791,9775.0,111.0,138.0,33.0,7.0,3,0.0,6.0,14.0,7.0,0.0,1.0,19,25.0,0,32,87214.0,Fully Paid
156,WI,35000.0,2 years,csrii,RENT,520.37,14500,credit_card,36 months,0.1747,3205.0,233.0,178.0,7.0,5.0,1,71.0,5.0,5.0,10.0,0.0,5.0,13,20.0,0,17,41663.0,Fully Paid
157,AZ,65000.0,< 1 year,manager,RENT,577.31,25000,debt_consolidation,60 months,0.1366,18361.0,134.0,278.0,2.0,2.0,3,10.0,6.0,5.0,4.0,0.0,2.0,6,50.0,0,19,91803.0,Charged Off
158,TX,180000.0,6 years,manager,MORTGAGE,308.3,9000,home_improvement,36 months,0.1416,6187.0,210.0,259.0,17.0,1.0,0,13.0,8.0,5.0,10.0,0.0,1.0,13,50.0,0,17,80430.0,Charged Off
160,WA,97800.0,1 year,sales rep,MORTGAGE,762.08,24000,medical,36 months,0.089,42426.0,167.0,195.0,5.0,5.0,4,0.0,8.0,5.0,5.0,0.0,2.0,10,0.0,0,24,98824.0,Fully Paid
163,AR,89000.0,10+ years,manager,MORTGAGE,453.39,15200,other,60 months,0.2581,13217.0,124.0,146.0,15.0,2.0,3,15.0,8.0,12.0,11.0,0.0,3.0,14,25.0,0,31,72558.0,Charged Off
164,TX,60000.0,7 years,driver,ANY,635.86,24000,debt_consolidation,60 months,0.2,4343.0,48.0,60.0,0.0,0.0,0,0.0,5.0,5.0,1.0,0.0,2.0,3,0.0,0,12,13029.0,Charged Off
165,OK,46000.0,2 years,nurse,MORTGAGE,434.13,12525,other,36 months,0.1499,19943.0,176.0,82.0,2.0,2.0,3,0.0,2.0,8.0,5.0,0.0,2.0,9,50.0,0,16,43199.0,Fully Paid
166,MN,70000.0,10+ years,machinist,MORTGAGE,661.43,26875,credit_card,60 months,0.1655,14391.0,119.0,162.0,28.0,28.0,1,3.0,11.0,7.0,9.0,0.0,0.0,10,28.6,0,26,20434.0,Charged Off
167,CA,74700.0,4 years,city of monterey park,RENT,765.24,28000,debt_consolidation,60 months,0.2149,5059.0,195.0,122.0,12.0,12.0,0,0.0,6.0,13.0,8.0,0.0,1.0,17,100.0,0,23,85999.0,Charged Off
168,OK,45000.0,5 years,manager,MORTGAGE,409.87,14250,home_improvement,60 months,0.2399,2162.0,101.0,161.0,15.0,15.0,0,28.0,5.0,24.0,8.0,0.0,0.0,18,66.7,1,36,38916.0,Fully Paid
169,NV,80000.0,7 years,driver,RENT,188.33,5575,car,36 months,0.1318,645.0,118.0,99.0,13.0,13.0,0,19.0,4.0,2.0,4.0,0.0,0.0,5,0.0,0,12,2581.0,Fully Paid
170,AL,65000.0,10+ years,city letter carrier,MORTGAGE,331.27,14400,debt_consolidation,60 months,0.1349,26856.0,121.0,152.0,46.0,2.0,5,1.0,6.0,7.0,5.0,0.0,2.0,9,0.0,0,23,34377.0,Fully Paid
171,CA,72000.0,5 years,operator,MORTGAGE,658.05,20000,credit_card,60 months,0.3089,1822.0,22.0,294.0,3.0,3.0,0,0.0,12.0,3.0,21.0,0.0,6.0,23,54.5,0,27,41916.0,Charged Off
172,NC,95000.0,5 years,estimator,MORTGAGE,498.15,15000,credit_card,36 months,0.1199,3156.0,134.0,183.0,2.0,2.0,2,35.0,17.0,17.0,13.0,0.0,3.0,15,33.3,0,54,47334.0,Fully Paid
173,NC,59900.0,5 years,engineer,MORTGAGE,123.01,3600,home_improvement,36 months,0.1398,6279.0,50.0,343.0,18.0,10.0,2,0.0,6.0,5.0,7.0,0.0,1.0,9,80.0,0,18,30263.0,Fully Paid
174,GA,60000.0,10+ years,driver,MORTGAGE,326.2,9600,credit_card,36 months,0.1359,1489.0,16.0,108.0,47.0,16.0,0,0.0,8.0,1.0,9.0,0.0,0.0,10,80.0,0,16,14891.0,Fully Paid
175,FL,170000.0,10+ years,chep,MORTGAGE,310.65,15000,home_improvement,60 months,0.089,68872.0,125.0,125.0,36.0,9.0,3,0.0,3.0,2.0,5.0,0.0,1.0,7,0.0,0,11,7522.0,Fully Paid
176,WA,53424.0,10+ years,social worker 3,MORTGAGE,329.44,10375,credit_card,36 months,0.089,24666.0,145.0,269.0,12.0,7.0,1,0.0,9.0,14.0,10.0,0.0,2.0,13,50.0,0,30,40744.0,Fully Paid
177,CA,100000.0,< 1 year,nurse,MORTGAGE,652.41,20000,other,36 months,0.1075,17386.0,88.0,120.0,6.0,6.0,4,11.0,12.0,2.0,10.0,1.0,4.0,11,0.0,0,28,6.0,Charged Off
178,NY,80000.0,< 1 year,senior associate,RENT,654.68,20000,credit_card,36 months,0.1099,3614.0,130.0,120.0,7.0,7.0,0,0.0,3.0,9.0,6.0,0.0,1.0,10,33.3,0,17,32528.0,Fully Paid
180,NC,122000.0,10+ years,director,MORTGAGE,1229.97,40000,credit_card,36 months,0.0672,55957.0,230.0,275.0,9.0,9.0,5,0.0,16.0,18.0,9.0,0.0,2.0,12,42.9,0,43,191276.0,Fully Paid
181,MA,50000.0,< 1 year,accountant,MORTGAGE,433.59,13000,credit_card,36 months,0.1229,23406.0,90.0,185.0,6.0,6.0,1,0.0,6.0,7.0,6.0,0.0,2.0,8,33.3,0,14,42105.0,Fully Paid
182,FL,52000.0,10+ years,supervisor,RENT,379.45,12000,debt_consolidation,60 months,0.288,2787.0,133.0,408.0,7.0,4.0,1,69.0,11.0,9.0,10.0,0.0,4.0,11,25.0,0,26,30657.0,Fully Paid
183,SC,66000.0,< 1 year,accountant,OWN,137.73,4000,home_improvement,36 months,0.1452,8135.0,152.0,174.0,13.0,13.0,0,0.0,17.0,33.0,19.0,0.0,0.0,23,45.5,0,64,187106.0,Fully Paid
184,TX,115000.0,9 years,director,MORTGAGE,749.94,30000,debt_consolidation,60 months,0.1727,35072.0,181.0,219.0,2.0,2.0,6,5.0,7.0,20.0,10.0,0.0,2.0,15,20.0,0,43,133149.0,Charged Off
185,TX,74000.0,10+ years,director,MORTGAGE,308.19,9800,debt_consolidation,36 months,0.0824,10003.0,151.0,275.0,3.0,3.0,3,13.0,14.0,9.0,19.0,0.0,5.0,22,9.1,0,41,117616.0,Fully Paid
186,MI,68500.0,10+ years,social worker,RENT,148.27,4500,debt_consolidation,36 months,0.1144,9276.0,231.0,144.0,0.0,0.0,0,38.0,7.0,43.0,7.0,0.0,5.0,27,33.3,0,58,250446.0,Fully Paid
187,MN,85000.0,10+ years,nurse,MORTGAGE,450.17,14000,home_improvement,36 months,0.0976,11561.0,171.0,385.0,2.0,2.0,2,15.0,3.0,12.0,8.0,0.0,2.0,13,100.0,1,26,48426.0,Fully Paid
188,NC,80000.0,1 year,mri tech,MORTGAGE,361.0,12000,home_improvement,60 months,0.2624,8641.0,116.0,166.0,4.0,1.0,0,55.0,12.0,21.0,12.0,0.0,5.0,15,12.5,0,41,129619.0,Fully Paid
189,IN,30000.0,7 years,secretary,RENT,394.25,10500,debt_consolidation,36 months,0.2075,3321.0,77.0,303.0,8.0,8.0,0,80.0,17.0,4.0,9.0,0.0,1.0,13,100.0,0,32,29897.0,Charged Off
190,CA,338000.0,5 years,top executive,MORTGAGE,733.87,35000,home_improvement,60 months,0.0943,59867.0,233.0,121.0,55.0,11.0,3,48.0,4.0,23.0,5.0,0.0,2.0,8,25.0,0,33,45941.0,Fully Paid
191,OH,95000.0,10+ years,ct. mri tech.,MORTGAGE,184.64,5600,other,36 months,0.1149,6807.0,134.0,321.0,96.0,5.0,0,0.0,8.0,7.0,10.0,0.0,2.0,12,83.3,0,19,74879.0,Fully Paid
192,NJ,40000.0,1 year,sales rep,RENT,260.25,8000,debt_consolidation,36 months,0.1056,342.0,96.0,104.0,3.0,3.0,0,44.0,8.0,2.0,8.0,0.0,2.0,8,0.0,0,18,2393.0,Charged Off
193,OH,70000.0,5 years,manager,MORTGAGE,283.85,12000,debt_consolidation,60 months,0.1474,1541.0,141.0,124.0,2.0,2.0,0,55.0,9.0,12.0,18.0,0.0,6.0,22,0.0,1,48,33907.0,Fully Paid
195,CA,78000.0,10+ years,operator,MORTGAGE,927.1,35000,debt_consolidation,60 months,0.1999,5024.0,124.0,216.0,23.0,6.0,4,65.0,9.0,5.0,9.0,0.0,1.0,12,20.0,2,22,55262.0,Charged Off
196,PA,125000.0,6 years,atmospheric scientist,MORTGAGE,858.05,28000,credit_card,36 months,0.0649,60277.0,158.0,173.0,73.0,20.0,4,0.0,7.0,3.0,4.0,0.0,0.0,6,100.0,0,17,39572.0,Fully Paid
198,WA,51000.0,10+ years,program coordinator,RENT,245.51,7500,moving,36 months,0.1099,20096.0,266.0,255.0,19.0,3.0,2,0.0,4.0,13.0,3.0,0.0,1.0,5,100.0,1,24,100480.0,Fully Paid
199,TX,33000.0,8 years,driver,MORTGAGE,290.82,7700,debt_consolidation,36 months,0.2118,1302.0,154.0,107.0,12.0,11.0,1,9.0,5.0,10.0,8.0,0.0,2.0,10,75.0,0,21,13017.0,Fully Paid
201,AR,85996.27,10+ years,machine builder,MORTGAGE,335.87,15000,debt_consolidation,60 months,0.1229,38881.0,124.0,215.0,8.0,3.0,3,0.0,11.0,4.0,5.0,0.0,5.0,9,75.0,1,22,22376.0,Fully Paid
202,NY,80000.0,3 years,manager,MORTGAGE,623.89,18000,debt_consolidation,36 months,0.1499,6473.0,132.0,173.0,1.0,1.0,4,35.0,17.0,22.0,32.0,0.0,11.0,40,30.8,0,66,141748.0,Fully Paid
203,TX,43500.0,6 years,ICT expert,OWN,397.61,14700,debt_consolidation,60 months,0.2099,4408.0,78.0,85.0,16.0,8.0,0,0.0,7.0,5.0,10.0,0.0,1.0,12,100.0,0,19,52895.0,Fully Paid
204,AZ,147000.0,5 years,judge,MORTGAGE,590.72,16000,house,36 months,0.1952,3213.0,122.0,230.0,26.0,26.0,4,13.0,9.0,3.0,7.0,0.0,0.0,8,50.0,0,21,25700.0,Fully Paid
205,KS,56000.0,2 years,advisor,MORTGAGE,433.77,12000,medical,36 months,0.1799,11475.0,152.0,183.0,14.0,13.0,2,6.0,3.0,5.0,4.0,0.0,0.0,9,33.3,0,11,54355.0,Fully Paid
206,TX,95000.0,7 years,driver,MORTGAGE,979.02,28000,home_improvement,36 months,0.1561,10645.0,168.0,122.0,2.0,2.0,2,26.0,7.0,8.0,8.0,0.0,3.0,12,25.0,0,23,54006.0,Fully Paid
207,CA,80000.0,8 years,engineer,RENT,304.28,14600,debt_consolidation,60 months,0.0917,9811.0,130.0,170.0,42.0,14.0,2,32.0,6.0,5.0,5.0,0.0,0.0,8,0.0,0,14,68674.0,Fully Paid
208,WI,50850.0,1 year,pastor,RENT,750.86,24000,credit_card,36 months,0.0789,11193.0,137.0,291.0,11.0,11.0,1,0.0,4.0,9.0,7.0,0.0,1.0,13,100.0,0,19,145512.0,Fully Paid
209,PA,32000.0,10+ years,customer service,OWN,342.21,11475,debt_consolidation,60 months,0.258,763.0,125.0,150.0,2.0,2.0,0,32.0,11.0,4.0,25.0,0.0,7.0,25,11.1,0,40,13741.0,Charged Off
210,TX,52000.0,8 years,school staff,MORTGAGE,585.25,18225,debt_consolidation,36 months,0.0967,15648.0,206.0,258.0,1.0,1.0,4,82.0,11.0,30.0,7.0,0.0,3.0,11,40.0,0,51,88767.0,Charged Off
212,NH,55000.0,10+ years,nurse,RENT,200.12,6000,credit_card,36 months,0.1229,716.0,261.0,26.0,7.0,1.0,0,0.0,2.0,7.0,7.0,0.0,3.0,8,50.0,0,14,5729.0,Fully Paid
213,CA,95000.0,10+ years,supervisor,MORTGAGE,307.42,12750,debt_consolidation,60 months,0.1561,11391.0,211.0,381.0,2.0,2.0,2,79.0,9.0,6.0,2.0,0.0,2.0,4,50.0,1,20,45564.0,Fully Paid
214,KY,65000.0,10+ years,maintenance,RENT,373.56,11200,debt_consolidation,36 months,0.1229,7133.0,121.0,92.0,81.0,3.0,0,0.0,1.0,13.0,2.0,0.0,3.0,5,100.0,0,16,35667.0,Fully Paid
215,VA,130000.0,8 years,manager,MORTGAGE,201.27,6000,debt_consolidation,36 months,0.1269,16281.0,246.0,191.0,2.0,2.0,2,44.0,14.0,15.0,9.0,0.0,6.0,15,50.0,0,45,70916.0,Fully Paid
216,CA,35000.0,6 years,care practitioner/giver,RENT,233.26,6150,car,36 months,0.2149,7114.0,56.0,43.0,8.0,8.0,0,0.0,2.0,4.0,4.0,0.0,2.0,6,0.0,0,10,42683.0,Charged Off
217,MD,80779.0,10+ years,school staff,OWN,629.01,25000,credit_card,60 months,0.1757,20327.0,185.0,132.0,3.0,3.0,1,28.0,6.0,42.0,8.0,0.0,2.0,26,100.0,0,58,256077.0,Fully Paid
218,CO,66100.0,6 years,labor,MORTGAGE,659.24,20000,debt_consolidation,36 months,0.1147,12516.0,128.0,299.0,16.0,16.0,2,8.0,8.0,6.0,2.0,3.0,0.0,6,0.0,0,21,31634.0,Fully Paid
219,ND,68000.0,3 years,manager,MORTGAGE,476.93,15000,credit_card,36 months,0.0899,11024.0,130.0,142.0,25.0,11.0,2,0.0,19.0,8.0,9.0,0.0,1.0,14,75.0,0,34,43448.0,Fully Paid
220,OK,88000.0,2 years,ICT expert,MORTGAGE,564.01,26000,debt_consolidation,60 months,0.109,24994.0,80.0,129.0,19.0,8.0,4,0.0,4.0,9.0,8.0,0.0,3.0,14,25.0,0,24,110973.0,Fully Paid
221,CA,30000.0,7 years,mechanic,RENT,275.96,8000,major_purchase,36 months,0.1465,4698.0,149.0,149.0,3.0,3.0,0,0.0,2.0,6.0,4.0,0.0,3.0,6,100.0,0,10,23488.0,Charged Off
222,MI,110000.0,10+ years,technician,OWN,316.3,9600,debt_consolidation,36 months,0.1144,5275.0,124.0,203.0,2.0,2.0,0,70.0,10.0,12.0,11.0,0.0,6.0,18,66.7,0,28,94953.0,Fully Paid
223,AR,45000.0,10+ years,lab tech/x-ray tech,MORTGAGE,682.73,22000,debt_consolidation,36 months,0.0734,6501.0,171.0,141.0,11.0,11.0,1,0.0,8.0,5.0,9.0,0.0,2.0,11,0.0,0,20,36282.0,Charged Off
224,MA,69640.0,10+ years,managet,OWN,172.96,5500,major_purchase,36 months,0.0824,2225.0,137.0,118.0,4.0,4.0,0,27.0,18.0,10.0,9.0,0.0,4.0,13,0.0,1,44,28924.0,Fully Paid
225,NY,256000.0,6 years,top executive,OWN,752.87,25000,debt_consolidation,36 months,0.0532,27586.0,121.0,296.0,11.0,11.0,3,0.0,17.0,3.0,15.0,0.0,1.0,17,81.8,0,28,90686.0,Fully Paid
226,CA,65000.0,1 year,sales rep,RENT,1039.82,30000,debt_consolidation,36 months,0.1499,3170.0,97.0,128.0,3.0,3.0,0,20.0,13.0,5.0,9.0,0.0,1.0,11,37.5,0,19,34873.0,Fully Paid
227,OR,51000.0,10+ years,installer,RENT,164.84,5000,car,36 months,0.1148,6648.0,124.0,151.0,27.0,8.0,0,74.0,2.0,4.0,5.0,0.0,1.0,7,100.0,0,14,39889.0,Fully Paid
228,WV,59875.2,9 years,clerk,MORTGAGE,570.25,22950,debt_consolidation,60 months,0.1699,12472.0,144.0,322.0,6.0,6.0,2,56.0,9.0,7.0,4.0,0.0,3.0,8,100.0,0,19,27972.0,Fully Paid
229,CA,120000.0,10+ years,kamps propane,RENT,999.38,35000,debt_consolidation,60 months,0.2363,4747.0,132.0,295.0,0.0,0.0,0,38.0,22.0,6.0,16.0,0.0,5.0,19,75.0,0,46,85444.0,Fully Paid
231,NY,60000.0,1 year,coordinator,RENT,347.8,16000,other,60 months,0.1099,3494.0,78.0,84.0,4.0,4.0,0,0.0,6.0,21.0,7.0,0.0,3.0,22,0.0,0,33,73382.0,Charged Off
232,NV,85000.0,3 years,dealer,RENT,267.21,8000,debt_consolidation,36 months,0.1239,4592.0,94.0,156.0,0.0,0.0,0,75.0,9.0,15.0,11.0,0.0,6.0,13,33.3,0,31,59694.0,Charged Off
233,CT,42900.0,2 years,nurse,RENT,274.05,8000,other,36 months,0.1416,1240.0,44.0,112.0,3.0,3.0,0,5.0,4.0,2.0,7.0,0.0,2.0,8,0.0,0,12,9921.0,Fully Paid
238,TX,227000.0,10+ years,manager,OWN,248.82,8000,credit_card,36 months,0.0749,2140.0,119.0,192.0,23.0,23.0,7,17.0,8.0,7.0,9.0,0.0,0.0,10,0.0,0,29,21404.0,Fully Paid
240,MI,100000.0,10+ years,customer service,MORTGAGE,815.85,35000,other,60 months,0.1408,25231.0,37.0,194.0,2.0,2.0,2,0.0,6.0,1.0,8.0,0.0,3.0,9,0.0,0,14,3727.0,Charged Off
241,TX,90000.0,10+ years,sr transportation supervisior,RENT,1069.44,30000,debt_consolidation,36 months,0.1699,4403.0,235.0,314.0,1.0,1.0,0,0.0,11.0,26.0,17.0,0.0,3.0,20,60.0,0,49,79259.0,Charged Off
242,FL,74000.0,10+ years,manager,RENT,621.95,18200,debt_consolidation,36 months,0.1399,2467.0,134.0,76.0,9.0,9.0,0,0.0,7.0,9.0,11.0,0.0,3.0,14,100.0,1,22,34534.0,Fully Paid
243,MA,85000.0,10+ years,lead material handler,MORTGAGE,359.89,16000,credit_card,60 months,0.1249,4199.0,111.0,104.0,1.0,1.0,0,0.0,8.0,7.0,10.0,0.0,4.0,13,50.0,0,28,46190.0,Fully Paid
244,VA,120000.0,1 year,pharmacist in charge,RENT,739.85,24000,debt_consolidation,36 months,0.0689,9241.0,158.0,418.0,34.0,25.0,4,68.0,16.0,7.0,4.0,0.0,0.0,5,66.7,0,31,36962.0,Fully Paid
245,IL,45000.0,10+ years,manager,MORTGAGE,303.21,9000,debt_consolidation,36 months,0.1299,25661.0,135.0,103.0,6.0,3.0,5,0.0,5.0,9.0,4.0,0.0,4.0,8,50.0,0,20,42442.0,Fully Paid
246,PA,84000.0,10+ years,supervisor,MORTGAGE,406.71,18000,debt_consolidation,60 months,0.1269,16249.0,153.0,148.0,7.0,5.0,2,11.0,8.0,18.0,8.0,0.0,5.0,14,50.0,0,39,106235.0,Charged Off
248,NY,60000.0,10+ years,educator,RENT,60.39,1800,debt_consolidation,36 months,0.1269,10393.0,122.0,173.0,7.0,7.0,1,38.0,10.0,11.0,7.0,0.0,2.0,11,50.0,0,27,74991.0,Fully Paid
249,CA,30000.0,4 years,educator,RENT,370.76,10750,debt_consolidation,36 months,0.1464,8066.0,68.0,103.0,23.0,8.0,0,0.0,7.0,3.0,5.0,0.0,1.0,7,80.0,0,11,56460.0,Fully Paid
250,OH,43600.0,10+ years,quality liason,MORTGAGE,722.54,21000,debt_consolidation,36 months,0.1447,5555.0,49.0,154.0,8.0,4.0,1,22.0,6.0,4.0,10.0,1.0,5.0,12,0.0,0,20,15873.0,Fully Paid
252,CA,80000.0,10+ years,school staff,RENT,408.8,11000,debt_consolidation,36 months,0.2,3510.0,43.0,181.0,28.0,8.0,0,0.0,6.0,8.0,7.0,0.0,1.0,10,66.7,0,15,31587.0,Fully Paid
253,NJ,170000.0,10+ years,top executive,MORTGAGE,1223.77,35000,debt_consolidation,36 months,0.1561,11611.0,159.0,447.0,9.0,9.0,2,17.0,5.0,5.0,5.0,0.0,1.0,6,100.0,0,15,58053.0,Fully Paid
254,MA,50000.0,10+ years,claims expert,MORTGAGE,227.49,7000,debt_consolidation,36 months,0.1049,19186.0,146.0,137.0,4.0,4.0,4,34.0,9.0,11.0,7.0,0.0,3.0,11,25.0,1,31,22377.0,Fully Paid
255,NJ,175100.0,4 years,director,MORTGAGE,216.82,7000,debt_consolidation,36 months,0.0721,17509.0,142.0,334.0,6.0,6.0,3,31.0,12.0,7.0,12.0,0.0,2.0,15,33.3,0,28,105802.0,Fully Paid
257,TN,120000.0,10+ years,manager,RENT,372.76,10275,debt_consolidation,36 months,0.1825,8035.0,138.0,163.0,1.0,1.0,0,11.0,5.0,41.0,6.0,0.0,6.0,9,50.0,0,56,72313.0,Fully Paid
258,NJ,96000.0,10+ years,national electronic transit,MORTGAGE,665.44,20000,debt_consolidation,36 months,0.1212,21369.0,138.0,171.0,44.0,43.0,5,60.0,16.0,8.0,10.0,0.0,0.0,13,87.5,0,32,35553.0,Fully Paid
259,GA,50000.0,10+ years,operator,MORTGAGE,351.53,10000,home_improvement,36 months,0.1599,19215.0,48.0,141.0,26.0,10.0,2,0.0,4.0,5.0,7.0,0.0,1.0,10,75.0,0,14,37001.0,Charged Off
261,IN,39000.0,10+ years,senior composer,RENT,167.84,4800,car,36 months,0.1561,2094.0,14.0,125.0,4.0,4.0,0,0.0,10.0,1.0,5.0,0.0,4.0,6,0.0,1,20,12569.0,Charged Off
263,CA,90000.0,2 years,engineer,RENT,938.57,30000,debt_consolidation,36 months,0.0789,2277.0,70.0,120.0,11.0,10.0,0,0.0,12.0,4.0,14.0,0.0,3.0,16,11.1,0,22,36434.0,Fully Paid
265,CA,100000.0,2 years,director,RENT,171.11,4800,debt_consolidation,36 months,0.1699,6551.0,120.0,195.0,4.0,3.0,1,28.0,9.0,4.0,8.0,0.0,5.0,12,83.3,0,20,78611.0,Fully Paid
266,MD,160000.0,10+ years,top executive,RENT,448.4,14000,small_business,36 months,0.0949,6196.0,167.0,173.0,10.0,10.0,1,61.0,3.0,22.0,4.0,0.0,1.0,14,50.0,1,30,80543.0,Charged Off
267,MD,38022.0,4 years,supervisor,MORTGAGE,274.31,7800,debt_consolidation,36 months,0.1602,27301.0,77.0,94.0,2.0,2.0,1,0.0,6.0,5.0,6.0,0.0,6.0,8,0.0,0,21,34117.0,Fully Paid
268,OR,170000.0,10+ years,nurse,OWN,1234.91,40000,house,36 months,0.0699,21929.0,204.0,186.0,7.0,7.0,2,11.0,7.0,4.0,4.0,0.0,1.0,7,0.0,0,18,17381.0,Fully Paid
269,VA,79000.0,2 years,rn,MORTGAGE,842.85,25600,credit_card,36 months,0.1139,25869.0,135.0,193.0,16.0,16.0,1,12.0,7.0,15.0,7.0,0.0,0.0,12,66.7,0,25,70271.0,Fully Paid
270,CA,240000.0,2 years,top executive,MORTGAGE,1011.08,29175,debt_consolidation,36 months,0.1498,61495.0,129.0,193.0,30.0,3.0,11,0.0,8.0,8.0,5.0,0.0,1.0,11,75.0,0,29,139550.0,Fully Paid
271,MO,46000.0,4 years,operator,RENT,130.94,4000,other,36 months,0.1099,1954.0,83.0,120.0,16.0,16.0,0,27.0,8.0,15.0,3.0,0.0,0.0,8,100.0,0,26,15630.0,Fully Paid
272,CA,28000.0,3 years,liaison,RENT,265.68,8000,car,36 months,0.1199,2370.0,141.0,262.0,5.0,5.0,0,55.0,6.0,6.0,8.0,0.0,2.0,13,25.0,0,16,28438.0,Fully Paid
